nServices=70;
nDrivers=55;
nBuses=70;
maxBuses=55;
startingTime=[298 22 209 208 78 228 5 24 240 281 108 173 199 282 251 20 105 207 27 194 215 190 56 128 101 219 95 194 48 107 19 219 113 17 60 296 60 217 290 274 156 235 190 130 116 150 292 236 292 219 173 213 47 198 100 296 37 126 117 68 71 77 81 170 96 37 23 246 52 0];
durationTime=[30 40 29 37 21 31 37 53 58 53 33 38 36 41 56 57 34 39 42 21 30 60 51 20 48 31 58 51 23 32 30 38 36 35 45 23 55 21 46 45 56 38 54 46 26 44 59 50 59 49 47 23 46 39 31 51 42 21 40 54 25 34 56 31 35 51 27 58 46 39];
durationDist=[17 10 20 11 13 4 2 20 5 3 19 10 2 7 19 11 20 5 14 12 11 7 2 17 14 12 19 18 10 15 19 19 16 5 11 14 2 12 18 17 15 19 4 11 17 9 7 3 14 10 17 13 14 7 14 11 11 20 7 20 4 14 18 7 14 6 15 13 17 4];
passangers=[14 33 25 14 44 18 23 29 18 33 43 3 42 41 31 6 46 5 45 36 32 29 43 21 4 36 47 43 13 13 20 44 43 50 47 41 9 7 40 19 30 40 25 26 37 21 7 27 34 35 35 39 3 20 11 2 27 10 30 36 6 45 4 43 49 28 46 45 32 6];
capacity=[57 59 57 31 30 40 16 56 28 15 55 50 59 41 24 34 19 17 29 32 24 14 38 50 60 40 26 37 39 23 43 50 37 44 20 59 35 44 23 50 55 54 36 38 24 35 13 11 51 52 41 49 25 30 13 42 37 39 45 33 52 34 36 42 48 29 52 38 36 45];
costTime=[1.34249649084 1.09576934324 1.92299659147 1.55555510979 1.68936754383 1.94898320735 1.97903745338 1.92907126498 1.39019455982 1.04362277952 1.81229195839 1.36770131689 1.45718300334 1.77981280925 1.9158666355 1.62794112685 1.60952114893 1.90008934857 1.04537425655 1.50587345712 1.30648750807 1.5248764206 1.40411067059 1.91386292851 1.9877093667 1.77526800415 1.90916359697 1.87730390577 1.84092515592 1.15210249145 1.56200992941 1.2185809433 1.81686726693 1.11164317756 1.62762533615 1.98621914241 1.43136624458 1.4468743999 1.42203821383 1.67005306163 1.07608946307 1.43678699449 1.59836649053 1.74797921042 1.08644986567 1.52145084599 1.92889850165 1.46139884881 1.59712492405 1.17184440228 1.93449317259 1.44811432242 1.88534032192 1.8487745764 1.7878373571 1.71609074805 1.61535594082 1.54222281133 1.62885796803 1.86047177615 1.90693555251 1.18769444958 1.04861785826 1.54406690092 1.7405269903 1.11305435939 1.38514645116 1.29430118847 1.18676125282 1.72661913581];
costDist=[2.4625653921 4.31881079484 2.54560311346 3.37798159897 2.18220051825 4.46646204302 4.60345651584 2.23808814751 4.56805721963 4.45534124167 2.74775089717 4.71049984802 2.29065060917 3.05152298536 2.99856813164 2.71828642724 3.42614894902 2.84330131039 2.06407585013 2.36698425068 2.00134324008 4.53118171236 2.03792905918 4.90595176342 2.6487961684 3.79842291997 4.16076065497 3.72691479383 4.41764600678 4.60633467122 4.96493849835 4.35021991708 2.61393709314 3.11910245669 3.66134781166 2.98835908481 4.63920750779 2.40094104839 4.14219776213 3.23660904888 3.13911291397 2.8243194136 2.09966503561 4.59356861101 3.15236227509 2.97332197213 3.42668943981 4.92049067387 3.08588085295 3.23764409357 3.01173972136 2.21545013624 3.32325107119 2.4002727938 2.17802431625 2.36881580494 4.85523986769 4.69999367073 3.41100184245 2.73685233386 3.79140800736 4.44870915467 4.55594557848 3.3391532408 2.09585198361 4.18849606173 4.59313496081 3.37931218441 3.23245028896 3.38089974635];
maxTime=[42 68 54 74 41 56 57 63 77 68 45 47 77 46 56 54 69 41 76 45 55 47 58 80 77 54 66 53 44 78 48 60 62 56 43 65 77 44 66 66 80 78 79 43 72 45 67 79 41 57 61 74 44 61 64];
costBM=[6.89080373715 6.52907312909 7.51644623251 6.89432338068 7.44858301503 7.37179874494 6.07554663386 6.07407838232 7.31647690133 6.29703091513 6.49769854574 7.967560143 5.00294531376 6.40457359997 5.23334782728 7.42861762656 6.16265287505 5.01857286061 6.22496919455 7.68579392208 5.90757360832 6.04468339073 6.19042604356 6.9086571444 6.44788038288 5.77475289649 7.5084214685 6.80414037824 5.64954580713 5.45280450891 6.94012217215 5.32221840761 7.63804089241 7.92680637833 6.086337908 5.30643837171 6.95909651473 5.69279030746 5.24315173539 6.2826373051 6.05542742862 7.94101735768 7.87293381035 6.18399366146 6.36923191239 5.21961480762 5.88936555898 6.80807983867 6.30874979066 7.68105241366 5.9099442835 7.89046728894 6.1619079145 5.48399670901 5.56248454201];
costEM=[9.95802172824 11.8209777819 8.78978848987 10.5090502423 8.50950675633 10.1871414714 10.9029964609 10.1908612284 11.8276875536 8.91965587033 10.7238441313 10.417197012 9.83692800463 9.39361003759 9.56153557136 9.53558451938 10.8173120811 11.9234993724 10.9479747876 11.8482772393 11.9252286121 10.0493342781 11.7687157843 11.3825764955 11.7883228721 8.60611957581 10.1505401757 9.10281650415 11.8548823894 11.5078024261 10.7311763689 11.0984979132 11.7203301227 9.99948557833 11.1011058962 8.38032020739 9.27309013087 8.57112640322 9.71196824858 10.2857830209 9.71874132708 11.2745396787 10.082573652 9.8734249949 11.1309647426 8.73035575417 10.9201575314 8.00569124293 11.7521587224 10.530541365 10.3360216771 9.69913801338 11.3484307237 8.07813406988 9.47387369975];
BM=[29 33 38 35 24 22 22 33 34 37 22 39 28 40 28 34 36 24 39 32 25 39 27 35 29 38 30 21 39 26 28 23 35 37 20 32 20 40 21 27 26 26 27 38 21 38 24 39 22 33 37 31 36 40 21];
