nServices=70;
nDrivers=55;
nBuses=70;
maxBuses=55;
startingTime=[136 260 121 277 259 103 96 137 284 169 85 272 160 10 225 241 166 272 220 290 61 270 117 193 145 133 228 258 108 45 148 261 197 49 160 248 266 32 203 91 67 116 252 214 221 281 109 9 17 141 234 78 68 211 18 180 271 89 245 268 255 177 276 217 298 168 156 241 185 57];
durationTime=[52 46 30 25 28 42 52 32 41 49 59 58 20 29 31 43 60 28 50 25 47 29 20 57 49 52 28 30 51 57 44 37 55 55 29 45 40 47 21 37 30 41 26 60 25 47 30 47 26 35 42 60 27 43 58 42 55 21 25 38 46 30 28 20 59 47 32 52 28 50];
durationDist=[9 2 6 14 18 9 14 20 8 12 5 7 2 19 19 3 9 14 17 10 11 8 16 16 13 10 8 14 3 9 5 6 6 3 3 9 20 10 19 2 3 16 9 17 3 5 5 14 15 9 4 12 5 17 10 12 18 5 8 5 3 20 8 17 20 3 12 6 4 15];
passangers=[46 18 26 4 33 12 39 5 7 12 41 44 31 44 41 50 50 31 33 23 33 17 24 21 25 19 24 35 3 38 6 4 23 34 19 40 18 17 13 28 37 38 36 9 23 9 43 48 38 4 15 5 16 29 3 49 18 28 35 6 25 44 34 50 17 21 49 17 15 5];
capacity=[35 11 33 53 53 35 43 51 24 51 37 29 55 56 24 49 48 52 36 20 54 33 36 49 46 31 26 32 10 53 31 18 13 24 22 34 16 34 23 17 36 22 34 56 38 45 55 55 14 27 43 42 35 50 36 28 33 17 30 17 52 18 19 18 55 38 24 29 48 54];
costTime=[1.58541121977 1.76672266012 1.69110478044 1.10731021852 1.44954898185 1.64200680791 1.79332286275 1.18662934508 1.28023493665 1.64322685017 1.9912421087 1.84156291937 1.3160904463 1.2344774656 1.74983919691 1.08701795056 1.57184749098 1.54112547455 1.02750600554 1.33483526675 1.66867879207 1.78848995012 1.02848358864 1.46771361889 1.92613766603 1.14344656857 1.870956762 1.60818639971 1.54339482519 1.31439530446 1.54633487412 1.68755226058 1.15345133592 1.01249892028 1.81745021964 1.63773803685 1.7434573804 1.78742432346 1.91057894955 1.7748931474 1.58973673295 1.49501550075 1.80047777575 1.37736336822 1.1793167035 1.97139034073 1.44035311001 1.93150112252 1.34158481655 1.04416809114 1.59120075874 1.87668438333 1.88711917942 1.81646340109 1.45327589369 1.08467169945 1.62646911503 1.67841648507 1.47174011486 1.13109563305 1.07638030325 1.52667597058 1.68050556891 1.34530810981 1.64565166009 1.59747356742 1.70711716246 1.83950661587 1.20338822859 1.25108024157];
costDist=[4.07344790828 2.21266756224 2.32516983659 4.57217760759 4.83839469628 2.71897671966 2.30516402169 4.86769648212 4.48245838136 4.06179282665 2.70182478068 2.53176866787 4.33037527748 3.37508858879 3.29886515652 3.49673920308 4.56463870946 2.72496925303 3.73825253063 3.19917855675 2.46001146903 4.82898053232 4.70304911807 4.0695663639 2.82260109892 3.03540308138 2.07010043543 4.65063695147 2.87179243423 4.78069650299 3.94456312145 4.96194098489 4.80402967158 4.93184579447 2.20446431866 3.47858519875 2.73512678008 3.30135723761 3.47927916731 3.06167568493 2.07884959261 2.97259906184 4.87277141436 2.09921411446 3.75953448282 2.1921120859 4.18859265194 4.68759129316 3.54941255814 2.99242622837 2.83386702801 3.17799898433 2.99243429466 2.91242339969 3.36661633473 3.5093361106 4.80795384975 4.53771739488 3.17691886737 2.38743437036 3.31258447368 3.21305144888 4.08699983152 4.05305732132 2.33507851875 2.36862985545 3.76388951521 4.00563956016 3.70407907084 3.24635507106];
maxTime=[75 73 76 47 63 61 42 76 63 63 42 59 49 79 75 55 68 80 78 67 58 46 79 55 69 61 80 41 41 54 72 57 71 64 43 42 71 51 65 50 66 55 49 59 57 46 74 63 43 63 44 55 51 62 80];
costBM=[5.77471537871 6.3189525415 7.65568075005 5.3215532267 5.2392707533 5.1411320992 5.44417029213 5.04964355982 5.48793009665 6.02952783872 7.65734736611 7.12446308886 6.91628797082 7.55228191708 5.77545652034 6.64395061547 5.54366422899 6.39255546108 5.19557535262 6.82762606952 7.16549767384 7.09278560008 5.67275853275 5.65470844046 6.81033070146 6.28066687972 7.79241097815 7.1071176345 5.52691005962 5.33808193031 7.77360485124 6.74554795297 6.30211303779 7.32565033043 6.63788066316 5.54236929048 7.18708849185 5.45023828727 7.43995498915 7.29231584117 6.71267470679 7.9704557337 6.65022114199 7.37665108848 7.29486636877 6.5200598707 6.12299355639 6.16855294695 7.33977721752 6.54342716278 5.27584883633 6.42504587913 7.73489060949 6.7748785894 6.03191683173];
costEM=[11.0782617795 8.30792114942 8.79381868167 10.9452137316 8.89776375068 9.00877837167 9.35229307299 9.01615471619 10.0784416984 9.87171128738 11.3803215511 8.3493107209 10.8922324207 8.62849859605 11.081282344 9.55945119739 9.22723882783 10.5359129268 10.9530293722 8.51219108872 8.75707915432 11.5306383539 11.1923868882 9.87421460519 10.8165204967 11.4042140613 10.242152795 9.55423152891 9.48896704967 10.478996347 9.90633517872 8.50941948244 9.36745206296 8.82751142143 11.8661964168 8.19819869266 11.8623942133 8.7896463286 8.77553599212 8.51676739357 8.93022418592 10.0238408538 10.5716807761 10.9429911597 8.81174519871 8.07597610443 11.1685589903 11.4414224203 9.616491628 8.4709932869 9.22722761551 9.81067414273 8.97684441561 8.21489261744 11.644325791];
BM=[32 33 27 31 38 27 20 40 26 38 36 26 26 33 35 31 38 29 34 35 28 25 30 39 21 26 22 20 28 36 33 27 37 31 28 35 40 21 38 30 40 35 21 31 25 39 22 22 31 20 25 25 33 26 29];
