nServices=160;
nDrivers=120;
nBuses=160;
maxBuses=120;
startingTime=[11 117 222 105 205 113 200 290 187 59 139 245 136 131 106 119 227 249 88 18 128 166 227 54 79 248 99 199 187 34 124 26 111 185 327 224 4 252 316 41 34 275 9 205 329 267 106 132 21 205 311 269 186 79 36 238 26 93 234 61 85 342 110 48 250 103 56 136 257 68 224 132 141 57 93 193 195 181 27 127 129 253 89 56 101 293 123 187 161 159 266 190 1 340 282 345 128 66 332 77 65 110 242 342 146 113 251 84 155 6 37 0 89 200 297 86 74 51 257 308 106 273 340 77 78 185 188 73 43 246 325 338 265 232 221 338 208 155 158 169 203 31 33 224 91 59 169 315 141 233 178 213 342 333 189 44 224 234 187 121];
durationTime=[25 60 47 20 33 56 27 32 58 49 54 27 60 48 52 41 50 42 53 21 25 56 23 50 46 36 57 25 60 36 60 38 24 60 52 32 48 37 58 27 41 32 27 23 58 47 32 22 59 33 27 20 21 47 29 24 57 41 32 29 28 42 31 33 28 56 29 38 23 40 35 49 34 24 37 56 21 43 45 40 52 31 22 49 34 29 47 47 49 41 52 30 57 37 53 29 34 37 25 52 46 53 33 56 50 20 60 22 47 38 45 58 46 37 37 22 54 24 37 37 59 59 39 54 23 42 25 42 26 25 57 42 39 49 57 27 25 31 47 38 25 31 60 30 42 37 55 42 26 39 25 38 50 44 22 27 60 36 29 25];
durationDist=[20 16 2 17 3 7 10 20 5 17 15 15 11 20 11 12 13 11 14 20 19 9 2 9 18 15 11 10 2 10 11 15 6 6 9 5 20 12 2 19 12 7 16 11 10 8 15 6 16 16 11 18 8 2 4 6 2 11 13 16 19 11 20 13 15 20 3 13 6 20 11 14 13 10 13 12 5 3 15 7 12 4 7 14 15 14 3 15 8 7 17 12 9 6 2 6 17 14 11 17 2 15 5 19 18 11 19 13 3 12 8 8 19 16 11 7 12 12 4 10 3 5 7 6 5 5 20 5 8 18 20 2 8 5 8 3 5 8 14 17 5 15 8 14 7 12 15 7 5 6 3 16 6 16 19 3 5 17 8 5];
passangers=[28 49 16 29 8 36 45 23 28 42 37 9 19 5 49 26 16 33 12 28 40 13 32 36 19 19 3 42 30 22 40 24 43 44 42 34 9 3 44 13 32 24 28 11 21 18 35 42 3 24 33 5 22 6 49 5 26 33 46 23 27 39 21 4 28 7 10 34 45 26 23 4 15 15 41 39 5 39 17 49 12 28 39 17 2 46 5 46 48 30 5 41 9 24 21 4 32 30 16 10 49 48 22 16 35 33 9 46 30 31 29 48 11 5 15 21 9 14 27 23 26 16 4 11 34 45 10 45 31 20 11 42 31 11 46 21 45 2 29 19 43 34 37 15 8 5 6 42 15 48 4 35 5 47 17 41 33 34 17 42];
capacity=[10 25 44 16 36 50 49 47 14 37 48 10 30 39 38 58 56 14 13 31 13 30 55 14 13 56 60 26 19 57 19 25 59 55 53 39 46 44 55 32 45 10 44 22 55 46 18 39 18 18 35 33 38 22 26 37 26 49 24 42 46 36 11 16 38 45 32 30 21 43 59 12 56 36 38 54 49 20 38 28 39 58 44 23 34 40 40 32 50 53 58 41 58 56 49 54 35 48 58 19 38 58 46 49 21 33 31 10 54 52 13 34 20 24 11 21 24 13 50 39 36 58 49 11 24 22 41 36 37 44 54 23 26 57 16 58 33 10 50 37 28 31 38 18 48 24 41 14 35 10 56 36 60 57 39 41 43 21 52 58];
costTime=[1.14 1.16 1.72 1.59 1.17 1.28 1.55 1.55 1.22 1.0 1.64 1.5 1.4 1.14 1.3 1.62 1.13 1.79 1.06 1.46 1.66 1.14 1.79 1.62 1.07 1.85 1.2 1.92 1.99 1.53 1.28 1.36 1.16 1.75 1.71 1.76 1.74 1.94 1.95 1.1 1.31 1.55 1.7 1.86 1.17 1.03 1.15 1.6 1.11 1.77 1.07 1.08 1.43 1.73 1.92 1.47 1.13 1.58 1.17 1.11 1.91 1.12 1.84 1.49 1.88 1.44 1.58 1.32 1.31 1.49 1.15 1.92 1.88 1.91 1.16 1.74 1.54 1.31 1.46 1.79 1.57 1.61 1.19 1.2 1.32 1.92 1.8 1.16 1.66 1.56 1.55 1.13 1.92 1.02 2.0 1.64 1.43 1.69 1.25 1.73 1.83 1.44 1.24 1.39 1.57 1.55 1.96 1.18 1.28 1.94 1.48 1.8 1.74 1.83 1.6 1.39 1.15 1.28 1.0 1.13 1.33 1.85 1.83 1.65 1.61 1.17 1.98 1.73 1.06 1.97 1.56 1.57 1.58 1.39 1.55 1.19 1.44 1.01 1.24 1.7 1.5 1.72 1.86 1.33 1.07 1.76 1.34 1.01 1.41 1.15 1.46 1.47 1.47 1.3 1.71 1.8 1.05 1.69 1.55 1.7];
costDist=[2.41 4.55 4.97 4.23 4.8 2.66 3.26 2.4 4.38 3.6 4.71 2.91 2.08 4.89 3.27 2.0 2.12 3.43 2.6 3.93 3.99 4.35 3.29 2.06 2.52 4.39 4.11 3.79 2.25 4.37 4.38 3.68 2.37 2.11 4.32 3.46 3.06 4.09 2.62 2.14 4.09 3.28 3.39 3.59 2.91 3.91 4.37 2.69 2.09 4.56 4.38 3.88 3.07 4.16 4.14 4.53 2.18 2.63 4.86 2.54 4.64 2.62 2.71 4.06 3.72 3.46 3.5 2.18 3.43 2.93 3.95 4.2 3.82 2.91 2.97 3.03 3.08 2.38 3.55 4.91 3.59 2.13 3.36 3.7 4.16 2.13 4.76 3.64 4.08 4.21 2.84 3.21 3.44 4.05 3.62 3.09 4.55 4.49 4.3 3.4 2.18 2.74 4.5 3.48 3.79 4.14 2.64 4.59 2.56 2.07 4.84 2.73 3.68 4.11 3.9 3.85 3.61 2.0 4.02 4.15 3.42 3.03 2.7 4.56 3.08 4.9 3.89 4.72 2.76 2.17 4.34 4.38 2.07 4.04 2.35 3.24 2.1 2.49 2.14 3.34 4.82 4.06 4.67 4.99 2.54 2.49 3.11 2.81 3.01 3.97 2.69 3.25 4.51 2.89 4.26 4.16 3.73 3.71 4.52 2.09];
maxTime=[52 47 71 61 44 47 40 77 40 59 70 52 54 51 67 53 54 59 68 59 57 52 41 43 71 60 40 53 58 59 63 41 47 59 68 70 77 68 48 80 74 45 70 76 62 80 44 64 66 79 44 70 45 71 74 48 50 76 80 47 75 72 42 56 65 66 77 43 51 40 46 55 59 73 54 62 68 65 45 41 47 77 73 49 51 62 78 47 59 54 63 78 45 55 52 66 51 66 63 76 68 60 46 53 62 73 74 59 60 51 78 80 78 73 68 47 55 71 49 71];
costBM=[6.6 7.03 6.27 7.73 7.83 5.58 6.59 7.41 6.87 6.74 6.22 7.91 7.92 6.02 6.67 5.6 5.59 7.7 7.29 7.84 5.17 5.34 5.46 5.16 7.0 7.94 6.62 6.09 7.18 7.29 6.08 5.36 7.51 7.1 5.87 5.78 5.34 6.44 5.75 5.76 5.15 5.7 6.87 7.92 5.86 6.16 5.49 6.41 6.42 5.45 6.01 6.39 7.72 7.13 6.43 5.31 7.77 7.11 7.63 6.17 5.88 6.29 7.61 5.35 6.11 6.49 5.51 6.45 6.87 6.47 6.63 6.25 6.79 7.14 6.19 7.58 7.4 5.17 6.73 5.8 6.54 7.55 6.44 7.08 5.41 7.92 6.63 7.82 5.67 7.02 7.42 5.52 5.74 5.91 6.72 6.92 5.35 6.64 5.72 5.37 7.31 7.2 6.87 5.25 5.68 6.45 7.7 7.95 6.39 5.77 6.54 7.72 5.36 7.89 6.76 7.72 7.19 5.58 6.01 6.44];
costEM=[11.42 10.57 11.59 10.52 8.82 9.54 8.2 9.02 11.6 11.49 9.03 10.89 8.06 10.91 8.51 9.58 9.99 11.11 8.72 9.3 11.24 8.54 10.94 9.11 9.29 8.74 8.41 11.9 8.18 8.19 12.0 9.44 10.73 11.67 10.97 8.72 10.62 8.73 8.97 9.83 9.81 11.4 10.94 10.03 10.13 8.78 11.37 10.03 11.47 11.35 11.26 8.81 8.87 10.67 9.15 9.52 11.13 11.75 11.54 10.99 11.67 9.89 10.44 9.36 11.03 10.48 8.38 8.32 11.28 10.31 10.36 11.4 9.55 8.67 10.35 11.06 8.32 8.17 8.24 9.82 8.46 10.58 11.6 9.34 8.94 11.71 9.17 11.33 11.28 10.04 8.57 10.18 10.43 9.83 11.5 8.06 9.87 9.69 11.82 10.44 9.06 11.55 10.09 10.62 10.84 10.28 9.85 10.87 11.33 9.65 8.41 8.51 10.33 10.09 10.81 11.4 9.49 10.66 10.39 8.78];
BM=[38 29 28 23 36 27 28 24 25 35 24 31 29 33 22 37 32 29 29 22 24 25 39 37 29 27 20 30 38 38 36 34 39 21 21 22 21 22 34 31 37 25 36 39 20 39 40 40 25 40 40 26 35 38 34 27 20 34 31 26 20 31 30 32 37 28 33 35 38 38 24 24 24 33 39 40 33 40 26 21 40 39 29 26 23 22 35 20 34 27 26 38 33 37 37 35 24 38 39 31 21 24 32 29 32 21 32 33 34 26 25 36 38 23 21 25 30 20 33 21];
