nServices=120;
nDrivers=90;
nBuses=120;
maxBuses=90;
startingTime=[16 142 207 217 342 200 104 248 141 285 318 32 127 241 73 52 117 125 324 133 283 92 4 58 0 288 15 39 32 32 101 41 172 32 157 209 57 141 209 167 149 326 165 177 276 60 199 107 234 188 91 7 217 232 49 287 105 225 148 259 102 146 141 211 263 159 187 308 329 72 121 53 133 162 150 341 263 321 167 12 45 241 78 189 33 215 226 342 276 343 326 174 348 128 320 275 176 70 156 295 202 333 334 298 109 333 153 114 278 67 130 14 56 303 292 97 63 60 53 337];
durationTime=[25 24 46 38 47 47 33 35 43 37 24 20 36 40 26 46 43 41 23 60 56 53 31 50 37 52 45 54 50 23 35 40 54 21 48 46 22 59 28 38 26 42 45 50 24 47 20 39 40 59 24 57 44 27 22 50 53 47 40 36 30 21 24 57 39 45 54 36 42 24 53 29 32 35 45 51 37 42 44 46 44 60 33 54 52 22 20 24 37 38 50 27 45 47 50 59 28 24 49 52 44 22 25 42 36 27 59 21 40 49 37 27 34 40 31 51 21 46 24 40];
durationDist=[17 6 13 2 6 3 9 14 19 6 2 12 17 18 12 13 12 2 14 19 13 6 16 7 13 2 11 11 4 12 16 19 11 14 4 20 4 2 10 2 7 20 9 9 7 12 15 4 5 3 16 7 14 10 16 10 15 3 4 20 2 5 9 4 7 12 12 5 10 17 11 2 20 14 11 6 12 5 7 2 17 7 7 3 15 10 10 2 15 3 8 10 17 5 10 16 14 13 18 7 3 10 4 19 10 2 14 9 13 15 17 9 2 19 6 18 2 12 18 10];
passangers=[2 9 3 42 20 27 31 43 25 43 36 46 35 14 11 13 3 26 47 33 33 34 44 40 38 46 44 13 11 33 49 46 14 40 20 24 45 48 44 27 5 50 6 16 41 42 3 19 25 35 19 30 5 45 7 28 40 4 21 48 13 48 40 22 19 28 48 37 47 9 11 38 29 22 35 9 26 27 39 3 50 32 39 14 3 31 44 47 36 30 43 21 2 26 19 49 21 2 14 35 17 11 34 23 28 30 37 2 39 4 16 45 29 18 33 36 19 14 24 41];
capacity=[49 57 21 11 17 58 13 12 27 60 48 54 20 20 45 53 13 58 39 38 54 44 41 24 29 40 13 33 18 33 36 51 22 48 50 14 42 56 23 29 30 47 13 15 27 30 10 37 19 43 50 14 12 30 42 21 57 37 47 29 49 40 44 54 57 18 60 40 27 26 15 12 52 23 37 19 21 48 40 44 11 43 31 21 26 42 47 21 23 14 23 45 12 29 54 52 58 44 36 23 30 33 46 51 21 50 12 53 15 14 35 23 16 25 58 23 45 37 40 33];
costTime=[1.55 1.3 1.76 1.95 1.05 1.55 1.47 1.96 1.92 1.47 1.66 1.77 1.31 1.33 1.23 1.58 1.78 1.26 1.35 1.02 1.37 1.14 1.43 1.39 1.22 1.8 1.93 1.5 1.08 1.44 1.83 1.78 1.86 1.34 1.1 1.84 1.55 1.69 1.09 1.45 1.11 1.08 1.08 1.51 1.34 1.7 1.19 1.55 1.85 1.18 1.25 1.01 1.89 1.4 1.03 1.18 1.09 1.02 1.15 1.39 1.24 1.73 1.21 1.55 1.35 1.49 1.34 1.85 1.62 1.83 1.3 1.51 1.45 1.23 1.11 1.13 1.22 1.0 1.49 1.51 1.42 1.23 1.9 1.8 1.71 1.38 1.59 1.61 1.4 1.27 1.51 1.85 1.2 1.63 1.36 1.49 1.29 1.6 1.54 1.59 1.49 1.56 1.05 1.12 1.36 1.12 1.36 1.39 1.01 1.26 1.54 1.01 1.46 1.95 1.59 1.24 1.09 1.38 1.64 1.54];
costDist=[2.9 2.33 4.42 3.55 4.96 2.52 2.1 3.75 3.86 2.83 4.25 4.32 3.16 2.34 2.78 3.72 2.56 3.26 3.16 3.73 4.61 3.51 2.41 3.89 4.91 4.06 2.38 4.13 4.46 4.34 3.43 2.03 4.04 4.65 4.94 3.98 2.21 4.78 3.95 3.51 4.77 2.24 4.55 2.79 3.72 2.11 2.02 4.22 2.75 3.04 3.25 2.32 4.93 2.28 4.19 2.83 2.67 2.05 3.28 4.5 4.3 2.13 2.83 2.92 2.93 3.34 2.25 3.89 4.95 4.29 2.91 3.34 2.42 3.91 4.47 2.3 3.77 4.46 2.38 4.77 2.72 4.65 4.35 4.03 3.03 2.15 3.17 3.48 4.79 3.91 2.37 2.92 4.91 3.21 2.05 4.31 3.31 4.98 4.69 3.58 2.61 2.95 3.12 4.44 4.62 3.23 2.73 4.76 2.46 4.92 2.72 4.09 4.18 4.23 3.97 4.52 4.08 3.99 4.65 2.81];
maxTime=[44 43 41 61 51 64 61 71 76 59 61 71 77 73 59 79 55 45 42 54 40 48 71 53 45 65 74 52 64 74 47 61 57 67 62 59 56 52 60 54 54 46 42 48 77 48 74 65 42 40 65 64 57 46 66 42 40 58 80 41 42 52 41 45 55 73 78 69 61 71 54 67 50 40 68 56 50 61 78 73 68 44 64 73 70 76 70 76 62 43];
costBM=[7.34 7.58 7.95 6.93 7.33 7.59 6.22 5.42 6.87 5.2 6.83 5.71 6.75 7.24 5.38 6.65 5.29 5.55 7.79 6.68 6.76 7.56 6.64 7.64 6.93 7.66 7.86 6.16 7.84 7.23 5.92 7.1 7.8 7.86 6.39 7.2 7.76 7.48 7.73 7.29 5.17 6.05 6.27 5.99 6.37 7.92 7.56 7.14 7.77 7.32 5.05 7.48 7.84 5.1 6.83 7.34 5.69 7.35 5.6 5.06 7.32 7.32 6.57 6.61 6.09 6.3 6.72 5.2 7.51 5.99 6.94 7.66 6.43 6.69 7.95 5.33 7.01 6.68 6.98 6.5 7.87 7.65 6.37 5.05 5.54 6.98 5.82 6.56 7.06 6.68];
costEM=[9.3 11.83 8.16 11.71 11.67 10.36 9.18 9.07 9.42 11.44 8.81 10.06 10.89 8.3 8.64 8.65 11.51 9.81 11.14 10.16 8.66 11.5 9.55 9.99 8.88 10.72 10.8 9.45 8.76 8.1 8.05 10.65 9.03 10.61 10.58 10.88 10.67 9.38 8.57 9.69 9.96 10.97 9.78 8.26 11.48 10.79 9.5 8.68 9.87 9.6 8.84 8.95 11.44 10.75 11.8 10.75 11.83 11.45 8.43 8.5 9.0 8.31 10.76 8.13 9.04 10.93 10.64 9.47 11.24 11.89 10.34 9.55 8.96 10.83 8.53 8.94 10.84 10.01 10.47 8.7 9.13 9.57 9.26 8.94 10.69 8.51 10.27 9.58 8.13 11.87];
BM=[28 30 36 40 35 27 39 26 34 39 28 37 40 30 38 39 32 25 37 39 33 21 33 38 30 23 33 37 31 24 30 39 32 30 33 32 24 27 34 27 31 31 21 25 24 34 35 25 25 20 40 39 38 40 32 33 31 36 31 39 27 22 24 40 26 33 31 36 34 28 24 29 24 28 36 32 31 32 32 21 35 37 38 30 27 34 22 29 35 26];
