nServices=70;
nDrivers=55;
nBuses=70;
maxBuses=55;
startingTime=[249 169 247 295 95 192 287 107 236 135 98 49 154 266 99 142 129 165 6 241 46 90 117 193 58 66 93 176 242 41 107 118 134 59 110 230 292 193 132 46 204 240 140 227 179 80 162 273 261 217 215 3 241 260 10 51 72 102 107 248 252 270 283 187 32 259 206 161 287 121];
durationTime=[37 53 53 52 53 39 58 36 40 58 33 37 31 32 46 53 21 26 56 44 42 50 37 45 42 22 59 36 39 54 31 28 25 55 48 50 53 48 43 22 35 21 37 60 35 58 53 37 47 29 39 21 47 31 48 32 24 21 49 24 54 45 34 32 25 55 49 41 43 49];
durationDist=[15 10 16 16 16 12 20 4 14 15 20 20 2 2 9 9 20 3 14 12 19 16 3 11 2 12 4 12 15 16 12 17 2 6 12 6 16 7 2 15 7 7 3 16 19 13 16 7 20 18 12 8 13 12 20 13 14 16 15 14 8 19 19 3 20 6 2 6 9 5];
passangers=[40 12 18 3 26 19 48 31 31 50 47 15 6 29 49 25 9 30 19 33 15 6 37 12 19 37 18 12 29 10 9 29 36 33 2 31 6 45 39 5 23 14 36 46 2 29 48 21 50 21 39 44 37 3 40 13 48 48 29 6 26 38 22 13 44 32 39 7 17 20];
capacity=[55 37 58 58 60 31 50 39 35 55 33 56 49 34 32 43 40 12 57 38 10 46 59 40 57 33 19 51 22 41 43 50 20 56 42 53 44 19 24 50 44 57 20 20 31 33 53 36 40 57 17 35 28 59 37 17 44 47 21 40 10 28 15 11 13 44 48 51 27 43];
costTime=[1.73553035372 1.31546529687 1.6232079504 1.00752351643 1.01276605626 1.79294185315 1.67800927009 1.23228161815 1.90732368099 1.04651395992 1.34720403815 1.3780943661 1.94103381586 1.67923354598 1.79992656497 1.94978212217 1.41349402853 1.7768044502 1.53520641983 1.17102730315 1.81983894741 1.24530438479 1.98350750344 1.2284010634 1.05205720985 1.53568367591 1.84148442444 1.78325711108 1.03222531895 1.10522864322 1.71024181791 1.68489110878 1.7933517719 1.42761393134 1.16104659878 1.92683383965 1.03809158303 1.43426529917 1.16648587445 1.53780399585 1.4154820231 1.33933753411 1.23775643855 1.73510887195 1.28725297669 1.42201670304 1.40460618608 1.67428974772 1.20815752675 1.10456702225 1.43985684424 1.61003502062 1.06672292014 1.23492335119 1.92061655244 1.40131990376 1.42871863622 1.98752407286 1.67069620505 1.46849757771 1.30908736147 1.90284310665 1.77972762496 1.98937245719 1.82307743204 1.36806764611 1.54982773299 1.30542663246 1.48921859976 1.2415497255];
costDist=[2.99007953547 4.04740526153 4.46787175877 3.51692246345 2.8995689483 4.87675731751 4.56567591109 3.97165873331 2.78333994006 3.90168061158 2.46196469463 3.77887935475 3.72265493032 4.92403640859 3.29585714161 2.06309168213 4.40904765985 3.20744408758 4.41211144778 3.83546619684 3.53306058532 2.85079093761 3.60044874982 2.6204482596 3.25049144556 4.16799732201 3.99239090625 4.70897147746 4.32391034063 2.20420139503 2.31533410706 4.06783028032 2.41887132409 2.02910702412 4.10745731536 3.00815167321 2.35155436012 4.47674343966 4.79397280083 3.84498823805 2.18581676104 4.14984511583 4.69573781341 4.96916155948 2.76086536536 2.89522631521 2.51809130632 2.92020996602 2.06301484281 3.27509111097 4.90253114027 3.55159311668 3.57650689178 3.14603893126 2.12343624082 2.2404236489 2.73215377512 4.61523699092 4.95789924174 2.79215217775 2.9616877952 2.04036925822 3.37342486041 4.22141517164 2.29034636766 2.0880950881 4.55634459287 4.11113645413 3.97138771091 2.40635116659];
maxTime=[44 43 41 51 58 54 40 67 47 59 72 54 49 74 50 67 73 47 79 69 47 79 50 72 76 60 48 56 63 45 54 55 63 40 59 48 67 65 75 42 63 79 69 45 54 71 68 66 41 51 67 49 71 47 63];
costBM=[7.56844049873 7.12658300201 6.68769195397 6.1510096349 5.46974349292 7.10815484501 7.14092274678 7.26050328308 6.47106782442 7.70206673882 7.73801438145 7.42544227879 6.14284731758 5.46534568578 5.97856088649 5.06790382099 6.28052074684 7.61850799964 6.35439120449 7.55875565876 7.52449063951 6.4851245485 7.28033281404 5.24287447538 7.09099024804 5.35822334843 7.11130824581 6.80273078042 6.22728817972 6.2619737128 7.61187202699 6.30570940424 6.25887966206 7.93891282458 5.39290463026 5.94913304254 5.83477860298 6.18387825799 5.58788422011 6.57706597178 6.18630249469 7.90565617764 6.90124487617 7.07530918947 5.90321783669 7.84908064918 6.89277907317 6.87363698282 6.20877354567 6.35839138963 6.91615258787 6.05671204498 6.49770021596 7.03517390337 7.90631038434];
costEM=[11.318487404 9.07135230577 11.2213213154 9.12559696894 8.30058840526 11.7929758 10.2488101928 8.14908006124 11.7479105195 11.396794755 8.51460563374 11.1104742009 11.0354134398 11.1095633581 10.2699890629 10.1837416311 10.1810406605 10.2671110113 9.70091037683 9.12072415959 9.49658309052 10.2527546725 8.96292452373 11.9415213924 11.5608603755 11.5219613711 8.30778543754 8.93640283056 11.1459522108 8.59255204095 9.35056292451 8.28363139315 8.79951554622 11.2918072899 10.9623865738 9.24266445927 9.4302430174 8.77475436276 10.7997626745 10.8009631369 9.60344309058 11.9348300147 11.3926470003 11.7152431496 10.8155872015 10.0854615669 9.56435496455 11.8842952926 10.8146325262 8.72884047666 11.4096585257 8.65836381972 10.9492382609 9.72829037172 10.8181994454];
BM=[25 24 20 31 28 33 30 27 37 32 37 37 38 20 35 22 31 37 32 27 34 20 37 34 25 22 37 40 26 32 30 29 40 20 34 24 38 33 24 39 22 38 31 38 28 35 40 35 26 40 39 23 32 25 37];
