nServices=50;
nDrivers=40;
nBuses=50;
maxBuses=40;
startingTime=[259 178 142 248 242 74 130 154 282 218 144 201 183 220 235 192 289 235 24 257 125 148 2 144 104 1 216 274 197 0 69 125 172 10 31 174 56 86 221 22 68 200 106 148 38 239 260 18 174 249];
durationTime=[35 31 39 55 49 21 43 39 48 21 54 58 59 47 21 52 23 35 37 47 25 39 25 50 56 46 24 58 29 23 44 24 38 20 58 54 48 56 52 47 24 31 53 49 47 20 22 41 36 28];
durationDist=[12 17 15 20 12 6 12 18 16 16 18 5 16 19 13 3 13 4 2 7 16 9 2 4 12 15 18 12 19 12 4 2 9 15 9 14 5 5 13 19 14 19 6 18 10 7 9 3 16 10];
passangers=[41 12 17 38 26 36 32 11 35 4 6 40 43 48 17 25 39 18 21 44 15 14 38 34 49 13 13 48 25 16 18 43 19 25 13 2 47 15 50 47 10 30 13 38 24 25 24 2 18 33];
capacity=[46 50 17 26 55 15 58 50 37 33 39 34 39 12 38 28 28 40 43 25 18 29 60 31 19 25 12 29 49 20 34 48 55 13 59 37 43 35 33 53 13 38 51 54 29 29 53 18 14 27];
costTime=[1.58861481009 1.3211553066 1.11080540972 1.4858995991 1.4413741106 1.62250014046 1.13090924965 1.00378218665 1.39317508382 1.95837126423 1.56020411085 1.70529407646 1.20457289835 1.85345857108 1.92158330665 1.92818826496 1.0504746428 1.27340507574 1.11928797288 1.75591018389 1.75405194238 1.9546338089 1.75544133007 1.52691997399 1.98473462055 1.01271224634 1.75097328686 1.13823653648 1.19178271373 1.35252257924 1.41757141952 1.11067681236 1.64594237225 1.12497549939 1.56663394526 1.09342187266 1.12827963761 1.22865014406 1.28084654529 1.05526392025 1.8689319528 1.73424957184 1.41427201982 1.64639581045 1.55931800334 1.17196776817 1.1861173041 1.39839952229 1.12361356098 1.31249395861];
costDist=[3.01523060193 3.68812330485 3.21500386152 4.20783273252 3.17592396328 2.98068137787 3.36468630198 3.18295815389 4.48621216385 3.9668559053 4.77483974776 2.0409937647 2.08159742771 4.80001747705 3.99484554404 3.91119087272 4.13926591239 2.34636257136 2.26322875138 3.07126088253 4.19924497372 4.24161052797 3.27548614933 4.3655061288 2.16922944191 2.92392711402 2.32090875254 3.96603591701 2.3435644538 4.82007088461 3.91165078702 4.96668350459 4.44493665952 2.15075737016 2.32271400437 4.50738894619 3.40645644749 2.2603569125 2.70909047007 3.37756831965 4.14778527953 2.64530235739 2.84315864948 3.1901868468 2.76673181799 4.57678173545 2.48382537023 3.48325870611 3.62512872445 3.0552531556];
maxTime=[63 72 45 65 44 52 66 61 60 79 52 50 75 62 62 66 43 62 54 80 59 57 60 67 57 46 47 55 45 65 60 65 77 54 40 51 62 66 75 66];
costBM=[7.64729774559 7.98254750592 6.25454532748 7.40326971921 7.94173431547 6.19413896829 5.80292117606 5.18588330181 7.78561164328 7.05048573903 5.33135586652 5.48872863125 6.36909277723 6.64553198845 5.19398446155 7.04205362283 7.03413570713 7.54162745504 7.15011828948 5.29387139235 6.39236398968 7.59183059568 6.58341241659 5.11970719552 6.24920978417 5.42048057839 6.79199974301 7.66370542319 5.72292621594 5.23578188089 7.64270675953 6.94896283694 7.15941360056 7.94769971268 5.88131529477 5.29845057295 6.92008740828 7.95977813679 7.83946457513 6.30388852281];
costEM=[11.1175764316 11.2395656924 8.3896570301 11.0175416297 9.9200018363 11.1749192944 8.78776537193 10.6197034192 11.1701351833 8.32124896873 10.9000075528 11.7924499491 8.19663055973 9.75002888379 10.0013785413 9.94902707491 10.8012249045 8.63824506585 11.9967411719 9.4491903626 9.89748707838 8.2185613601 9.0409122855 11.2608189139 10.2207181593 10.3736905607 9.81907524014 9.11795410493 9.23440623875 9.96446570929 11.2124324741 10.3998056965 10.3229348879 11.5713674821 10.5183251712 11.3368607723 9.80573614841 8.39897596739 9.49825957104 11.3401018382];
BM=[37 24 33 34 23 27 37 35 21 23 25 38 33 26 27 34 30 34 26 40 28 39 35 22 33 23 22 26 22 23 32 28 33 36 28 24 21 20 27 29];
