nServices=160;
nDrivers=120;
nBuses=160;
maxBuses=120;
startingTime=[39 208 86 284 259 256 146 246 91 323 31 248 338 305 193 139 298 242 231 235 193 236 312 255 55 0 100 236 221 314 9 133 217 301 208 28 12 31 218 73 282 187 44 200 22 335 8 228 28 224 203 255 166 167 316 53 120 170 233 202 230 121 210 166 173 172 62 315 155 133 28 17 342 67 317 288 237 225 86 239 260 261 232 235 99 191 78 329 166 125 126 194 87 139 194 35 6 74 246 111 95 128 155 1 340 157 216 26 179 104 142 51 162 162 257 348 258 69 74 125 246 280 208 167 258 83 264 269 223 89 89 234 317 112 326 196 335 75 190 290 212 1 194 189 287 337 324 43 46 55 252 27 99 147 134 202 88 346 253 329];
durationTime=[36 29 42 31 38 50 40 21 24 39 24 45 60 39 25 21 59 38 52 46 37 33 36 30 41 34 37 46 41 46 20 47 23 57 55 39 39 20 53 37 40 55 53 49 54 23 56 24 59 59 21 55 60 48 48 29 21 60 54 38 54 45 46 40 35 21 38 38 49 31 34 27 60 41 33 21 56 46 60 34 30 37 25 37 20 56 31 44 54 51 45 25 56 46 27 38 54 34 44 31 44 28 54 41 27 35 47 36 33 50 47 43 26 58 43 27 59 39 50 51 35 22 24 35 50 46 48 41 60 20 51 29 21 39 31 27 59 32 50 35 58 34 35 42 46 51 27 51 50 45 33 20 31 55 59 46 53 38 60 56];
durationDist=[4 5 20 18 20 20 10 16 2 5 16 10 18 11 9 5 13 20 19 14 3 16 11 13 16 11 9 17 14 5 17 15 14 15 19 15 11 4 17 7 7 2 15 8 6 4 14 13 6 17 13 11 9 3 7 7 20 20 6 12 11 2 9 4 13 4 3 7 12 13 8 4 11 2 11 9 6 18 20 11 19 10 20 17 5 20 19 5 8 4 9 6 9 4 10 9 11 19 3 5 6 6 2 4 16 16 8 7 17 8 14 17 5 11 16 2 12 18 20 19 6 20 6 4 8 9 13 18 14 6 2 9 6 14 6 8 17 15 9 20 13 8 13 15 17 2 11 17 3 6 10 5 18 11 7 13 8 20 10 9];
passangers=[16 47 31 37 43 21 47 27 50 39 11 30 49 11 26 36 28 18 11 41 38 44 25 33 50 37 25 19 20 29 29 41 42 30 20 5 6 15 24 17 14 26 16 46 30 3 18 44 39 49 40 28 34 18 46 29 25 27 41 36 20 40 37 17 18 13 17 39 27 7 9 2 13 3 44 6 47 13 25 40 9 12 13 43 50 6 26 6 10 19 43 21 23 37 29 36 4 37 26 35 18 20 35 45 42 11 44 4 2 29 16 34 47 26 23 44 32 15 45 27 35 49 29 24 27 14 6 33 12 27 25 27 15 28 27 25 3 33 6 7 5 31 5 18 19 46 3 30 41 48 36 43 10 17 45 41 33 42 35 23];
capacity=[50 55 33 54 58 38 12 20 17 15 39 50 44 26 60 49 44 51 36 46 43 20 44 54 22 43 60 49 31 36 45 19 51 58 33 23 40 11 58 47 23 47 11 41 36 26 17 36 53 13 26 29 23 13 38 19 17 31 16 46 17 10 22 41 37 21 21 14 33 29 34 29 17 59 46 23 58 29 21 20 17 41 15 35 43 56 30 45 12 16 56 33 27 31 22 56 56 47 16 44 17 16 34 31 50 32 35 27 10 53 10 48 33 39 56 60 11 31 54 15 52 56 37 41 56 24 23 34 31 44 26 14 43 53 25 48 21 41 19 18 17 31 11 36 58 20 57 28 43 26 46 54 26 16 59 10 32 20 53 41];
costTime=[1.01 1.81 1.49 1.42 1.66 1.85 1.85 1.85 1.08 1.67 1.06 1.1 1.9 1.78 1.48 1.76 1.13 1.54 1.5 1.03 1.37 1.2 1.32 1.28 1.63 1.05 1.57 1.83 1.87 1.02 1.13 1.62 1.56 1.26 1.18 1.06 1.15 1.01 1.57 1.9 1.49 1.76 1.51 1.87 1.48 1.73 1.68 1.65 1.82 1.75 1.66 1.78 1.96 1.06 1.76 1.73 1.0 1.59 1.47 1.04 1.65 1.61 1.69 1.83 1.37 1.15 1.23 1.04 1.64 1.66 1.74 1.88 1.39 1.22 1.12 1.86 1.14 1.54 1.4 1.64 1.27 1.14 1.84 1.99 1.32 1.45 1.2 1.2 1.24 1.6 1.36 1.41 1.57 1.99 1.2 1.76 1.83 1.85 1.44 1.86 1.76 1.85 1.42 1.21 1.28 1.96 1.19 1.91 1.26 1.27 1.15 1.95 1.95 1.53 1.96 1.73 1.1 1.7 1.49 1.6 1.67 1.81 1.28 1.44 1.71 1.39 1.98 1.22 1.95 1.89 1.34 1.05 1.23 1.44 1.45 1.74 1.18 1.79 1.68 1.76 1.92 1.56 1.27 1.22 1.97 1.32 1.86 1.17 1.44 1.77 1.77 1.17 1.96 1.04 1.44 1.78 1.58 1.93 1.73 1.14];
costDist=[3.65 3.82 2.85 3.7 2.45 4.77 3.34 4.57 2.26 4.77 3.11 4.73 4.9 3.52 2.73 3.27 2.9 2.89 2.15 4.79 2.42 4.12 3.62 3.75 2.59 4.52 4.28 2.81 2.27 2.53 4.73 2.9 3.65 3.63 4.42 3.38 2.86 4.62 2.65 2.15 2.53 2.68 4.36 3.77 2.68 2.94 3.36 3.74 4.12 3.91 3.59 4.42 4.05 2.31 3.26 3.93 3.31 4.19 3.63 3.63 2.81 3.65 4.55 3.2 4.47 4.91 4.01 2.13 4.13 4.31 3.15 4.88 3.78 4.88 4.9 4.25 3.31 4.36 2.33 3.29 2.94 2.32 2.4 3.2 4.48 4.15 4.54 3.37 4.13 2.08 2.88 3.55 2.12 2.23 3.44 2.69 4.04 4.57 2.67 4.69 4.55 2.05 4.58 4.91 2.92 4.89 4.02 2.17 2.38 2.67 3.66 4.48 3.84 3.46 4.55 2.43 4.72 2.62 4.7 4.29 3.16 2.04 4.45 2.36 2.91 4.21 3.43 4.68 4.6 3.8 2.78 4.55 2.31 3.29 2.5 2.05 4.22 4.03 3.1 2.97 2.56 4.11 2.77 2.64 3.92 4.05 3.68 2.39 4.36 2.44 4.78 3.1 2.35 4.24 3.49 2.5 2.42 3.87 4.95 3.1];
maxTime=[48 58 44 78 70 55 56 68 48 76 80 40 68 70 74 70 65 79 58 78 50 48 46 52 45 65 80 46 73 59 63 55 54 69 48 57 80 46 73 76 71 57 58 50 43 70 41 77 47 63 57 50 50 62 48 51 48 63 73 76 42 48 61 51 47 46 75 74 58 63 47 78 60 74 55 50 47 42 62 77 70 55 74 63 42 53 45 44 57 49 75 61 57 73 46 79 62 51 79 79 67 74 47 62 71 67 69 71 63 56 66 40 68 49 62 47 49 79 46 66];
costBM=[5.59 7.7 6.36 6.69 5.21 5.71 7.05 7.94 7.32 6.76 6.85 7.19 6.31 7.17 6.7 6.26 7.27 5.25 6.69 6.06 6.79 7.2 5.97 6.53 7.86 8.0 6.95 7.84 6.64 7.07 7.09 6.7 5.26 7.49 5.35 7.77 5.12 5.47 6.77 6.52 7.31 6.97 5.53 6.26 5.22 5.96 6.38 5.19 6.08 6.82 7.31 6.03 7.18 7.74 6.92 7.91 5.57 6.53 7.1 5.56 7.95 7.85 6.57 5.43 7.25 7.89 5.19 5.57 7.2 7.41 6.14 7.24 7.96 6.2 5.8 7.23 7.29 7.55 7.94 6.72 7.14 5.23 7.97 6.77 7.13 6.66 7.11 6.57 5.12 7.21 7.79 5.56 7.58 5.31 6.71 7.51 6.32 6.82 5.92 5.2 5.16 5.88 7.09 5.93 5.44 7.36 5.8 6.44 7.26 7.45 6.8 6.26 6.33 5.6 5.63 5.34 5.78 5.92 5.15 7.22];
costEM=[11.67 10.67 10.87 9.87 10.98 11.54 8.68 11.59 11.27 9.15 9.39 9.43 11.07 8.74 11.49 11.89 8.56 8.81 9.01 9.79 11.15 9.8 8.75 8.57 10.62 10.44 9.6 10.41 8.12 11.96 10.08 11.11 10.41 9.0 11.99 11.61 9.67 10.79 11.76 9.38 9.57 9.1 10.19 11.45 11.03 10.4 10.77 9.47 11.88 8.91 10.39 9.22 11.45 9.66 11.46 11.0 11.56 11.85 10.82 8.35 8.38 8.32 10.82 10.41 9.43 11.46 9.87 11.3 8.78 8.61 10.99 9.3 11.3 10.12 10.91 9.12 10.7 8.35 11.62 11.22 10.19 8.74 10.63 11.53 11.21 10.84 9.82 11.44 10.38 9.03 8.46 10.67 8.25 11.62 8.11 9.07 10.76 11.33 10.16 9.65 8.35 9.68 10.19 9.7 11.3 9.12 11.7 9.21 8.95 8.24 11.32 9.17 10.28 8.46 11.16 8.9 10.05 11.07 10.78 11.69];
