nServices=50;
nDrivers=40;
nBuses=50;
maxBuses=40;
startingTime=[269 10 175 99 149 27 231 239 147 270 46 269 257 121 66 145 148 159 243 279 199 246 7 300 195 232 83 65 300 151 38 295 232 60 253 41 33 39 201 203 78 265 290 97 11 82 213 136 282 271];
durationTime=[39 36 38 21 37 50 32 27 22 41 51 37 55 48 59 41 39 59 49 47 21 38 38 46 33 52 54 46 53 25 55 37 60 57 27 33 53 59 35 44 59 46 39 26 51 20 21 43 25 33];
durationDist=[4 19 19 16 14 14 12 14 19 8 5 9 15 8 11 19 6 11 11 14 11 10 15 14 16 16 15 11 6 13 10 20 19 18 20 12 5 19 13 14 17 9 17 3 8 15 5 3 10 12];
passangers=[39 46 3 23 21 8 32 8 17 48 39 12 15 16 33 27 20 26 44 41 21 36 27 6 33 16 33 26 4 27 41 20 38 47 39 24 44 19 25 44 25 6 5 29 27 30 36 7 34 48];
capacity=[16 52 11 56 41 29 25 47 48 19 47 40 55 22 53 34 55 19 49 31 48 35 20 46 16 42 58 55 59 35 46 59 15 52 43 18 50 45 60 40 57 33 11 34 59 44 27 36 12 59];
costTime=[1.10145741862 1.34305117284 1.98133015153 1.82798065053 1.73343234756 1.73071311285 1.70108696274 1.8729584612 1.61377010082 1.61034090908 1.76420178647 1.5242965779 1.12582773985 1.71131848009 1.23461571934 1.60828586883 1.21958745223 1.36036147217 1.95691815667 1.75659600038 1.43145798711 1.66194919888 1.56201930867 1.06163345718 1.77341380865 1.07375698946 1.59837635048 1.68876111554 1.57313246647 1.51391179453 1.44189633574 1.55101159323 1.53480119243 1.04859919381 1.25304884465 1.9736162462 1.19351456223 1.92294405042 1.51393874444 1.27921268609 1.62677810099 1.14389945132 1.11980539339 1.56323329748 1.80285801183 1.08175324046 1.54061749405 1.12321912704 1.72778722825 1.04287183976];
costDist=[3.10107117609 4.88499870538 4.11521548414 2.08438665156 3.84452816702 2.21561852288 2.00556453938 3.78322801345 2.0582519472 4.7402903846 2.51976383513 4.36394334041 4.52639094097 2.81611163334 2.86304454401 3.8957396844 4.8037763072 2.59010506742 2.76664800301 2.66719054028 3.95417512348 4.07438932588 3.6204477997 2.38699494311 3.24824259653 4.77342851283 4.63016751196 3.44205192209 2.09487729884 2.58712619285 4.2949431999 3.4898373902 2.80085586132 4.48599664492 3.03385399058 2.67791640002 3.35051645673 4.5924258371 2.85415432848 3.54066462695 2.61614562482 4.57463096292 3.42919150076 2.7077806572 2.73817427512 2.93287124665 3.63406012451 2.55769895936 3.49287679974 3.69542088982];
maxTime=[41 77 65 51 74 55 79 74 56 49 55 73 45 56 60 46 64 53 77 53 71 50 74 40 63 68 46 48 42 52 59 59 62 68 47 78 80 65 57 57];
costBM=[7.32662872161 5.51227633626 6.31335465143 6.15163391696 7.20517701789 6.40123025074 6.78155699625 6.34575546786 6.94755189262 5.58950478078 5.39084662102 6.18296083626 7.38976383802 7.48945457952 6.57539714513 5.09273163558 7.8703300319 7.97066786892 5.99692884737 5.56376343981 7.4055341398 5.96142230614 5.92805929965 7.3885276228 5.89905513286 5.57104234822 6.14623458985 7.79913272976 6.53786212707 5.3349343744 5.47934763865 5.53454699628 5.87353123584 6.52225791471 5.17309212378 6.94689276329 7.60297818654 6.05887308411 7.02677268822 6.67453001874];
costEM=[9.06432279264 11.8745727475 9.94600138985 10.0743680183 10.3143690293 8.42917301324 9.11656984229 10.4697260344 10.7445861504 8.98508846079 9.47823001073 9.837867374 11.0090004126 11.7282920963 8.93971808791 9.49355822304 8.64473020324 8.72592546257 11.9645302186 9.21389157413 10.9909637981 10.7887181424 11.6702032889 9.09511754609 8.74666420065 9.54987651615 9.55935856705 10.4351568019 10.4465281411 10.3536317616 11.948130466 11.2241054447 10.1518275233 11.2994491353 9.87899151181 9.94238298636 11.1184863479 8.41983619753 8.28227889985 9.46181734503];
BM=[24 36 25 31 38 25 23 37 20 27 35 28 37 39 38 27 37 21 28 22 25 24 24 21 33 23 22 32 24 36 35 22 33 21 37 27 40 26 21 31];
