nServices=50;
nDrivers=40;
nBuses=50;
maxBuses=40;
startingTime=[60 249 107 182 238 295 253 171 41 29 42 158 221 29 281 54 158 186 142 38 123 88 230 225 143 299 116 84 234 60 114 103 254 123 28 274 271 121 28 67 185 214 48 282 123 290 164 286 269 95];
durationTime=[38 50 59 54 47 31 22 24 28 52 29 30 42 59 27 31 60 58 55 44 55 59 39 56 27 30 45 29 28 22 22 37 26 56 58 33 39 56 47 49 58 54 56 51 35 60 31 58 52 29];
durationDist=[10 11 13 4 12 17 2 9 13 8 15 14 8 17 14 11 12 12 7 3 5 20 14 19 19 8 16 12 6 6 8 13 16 12 11 12 10 17 5 17 7 19 20 12 6 16 5 15 13 13];
passangers=[24 45 17 9 18 5 29 42 9 30 50 7 24 12 37 21 34 4 12 7 12 36 16 43 48 36 7 17 34 19 16 15 34 22 25 10 13 15 5 12 2 5 19 19 5 3 48 33 46 31];
capacity=[35 38 26 35 54 22 55 23 60 18 56 30 43 50 58 48 32 12 10 32 46 49 30 23 46 42 51 24 46 23 27 34 57 34 29 24 41 10 56 49 11 17 56 31 55 26 60 53 39 33];
costTime=[1.65753405926 1.2730379096 1.43709778539 1.57061521505 1.97723046821 1.15481638014 1.47259588544 1.05692886404 1.92324842666 1.71356464167 1.33537395442 1.90008283797 1.84065851168 1.27804562866 1.47518108449 1.50949692088 1.51827804746 1.95233646798 1.51595014125 1.11746493878 1.12994771361 1.04755378282 1.03600997737 1.15774343021 1.02642939233 1.02004366289 1.99039931316 1.80333044256 1.86787172386 1.88690838434 1.95276222082 1.30902723969 1.22199823779 1.9815343533 1.60198524014 1.28709330106 1.61485865549 1.50773392119 1.30473274116 1.75147955316 1.97286526147 1.30132252293 1.10364675575 1.05462151006 1.59474643606 1.87111819254 1.6178478185 1.84126724246 1.99869851752 1.23621757083];
costDist=[4.0699231997 4.87830547509 4.54591520259 2.05168743115 2.63372764235 3.73072903721 4.07766094901 3.89683344252 2.84623486813 4.9825550543 2.92237227747 2.52991662247 2.94998909026 4.71454401324 3.71289054013 2.75980757987 4.92217430058 3.16888411472 4.57769437019 3.23524205708 3.57245423841 3.2027613141 4.45460332506 3.90970515104 3.97086754026 4.0063344636 4.97414879043 3.39007579789 2.94105041237 2.47832899056 2.34631384947 3.56978375921 2.99267018147 4.93693212712 4.52004541477 4.19781043221 3.03586159461 2.95729502222 4.59136753171 2.68150570259 4.19592837167 2.53805635903 3.64655926558 3.20643050141 2.48928308963 4.35723890969 2.46188019346 4.51910042223 2.75067441538 2.62659927452];
maxTime=[43 46 73 64 64 53 59 52 78 68 75 64 65 65 57 41 77 46 80 48 62 46 50 70 60 47 48 41 71 72 72 54 71 45 49 55 60 65 78 77];
costBM=[7.9907926835 6.75830251761 6.64303797959 5.76449235977 7.65542033824 5.77332843891 6.34017320182 7.42931336526 6.94055320748 5.74730406929 5.86340659075 6.15036816546 5.10916302181 6.18628731878 6.34799104621 7.46422610392 5.14068815492 5.56374495622 5.91281101204 5.24169197172 6.16065065913 6.22594964218 6.40019470689 6.59346422655 6.0789893933 5.76782670133 7.63248178511 5.09990582956 6.68881614397 7.8408938141 7.36273747165 7.34640035606 7.64446387749 5.77584969768 6.82402784939 7.40417464246 5.34838256889 6.22646882774 5.81837034759 6.04089542865];
costEM=[9.83849442532 8.73035407911 8.40252835762 8.83128060821 8.707663347 11.3310512634 10.2568032535 10.821009531 11.156046866 11.5134714193 10.5920937868 11.5899620004 11.7452703291 10.8027053674 9.66281147498 11.6596266343 11.2438299209 10.5221537741 10.9614900722 9.72208747861 8.8818212021 11.826367998 9.15738030596 8.48532279411 11.8773923421 10.0268314939 11.2734610084 9.33570888434 11.9906229212 8.74409345417 9.85245984638 8.77742205744 11.3327596834 11.0762874425 11.9068823772 8.72472097488 8.40335397573 8.71534543901 9.85331637021 11.1721046398];
BM=[23 34 31 40 34 38 38 27 26 38 35 36 25 37 37 33 40 33 20 23 21 23 26 29 32 40 38 22 31 40 40 20 32 22 29 20 21 33 31 31];
