nServices=70;
nDrivers=55;
nBuses=70;
maxBuses=55;
startingTime=[232 259 200 142 89 247 165 211 32 244 100 157 88 166 126 143 189 19 149 6 193 280 73 281 13 140 281 187 102 185 236 134 7 17 2 18 272 65 5 206 92 170 130 213 111 260 147 170 158 162 246 296 95 196 7 176 23 247 195 64 88 32 100 286 252 29 198 132 215 233];
durationTime=[58 55 37 21 31 53 33 36 34 39 43 55 37 59 48 55 50 45 48 39 48 23 60 50 59 60 39 54 20 38 41 29 20 21 53 37 57 46 60 60 37 24 41 37 58 48 20 58 21 42 55 56 31 29 53 55 22 24 55 59 23 36 47 32 39 20 53 50 43 52];
durationDist=[3 8 6 3 20 17 2 13 4 18 17 12 9 16 11 3 14 13 7 12 10 13 18 4 10 17 19 3 2 9 10 11 4 19 6 19 8 12 6 14 12 13 11 9 15 16 14 19 5 18 8 13 7 19 4 11 15 5 3 8 10 10 4 13 9 5 16 19 18 13];
passangers=[5 45 39 25 29 7 35 37 45 17 8 10 15 30 7 43 19 4 45 24 32 39 37 3 23 19 16 33 26 21 50 14 9 26 24 22 31 35 8 38 14 3 19 42 8 48 44 50 45 26 32 23 25 49 22 39 49 30 14 25 44 32 30 15 40 50 22 17 43 17];
capacity=[13 44 25 19 44 28 16 48 46 60 32 50 14 28 26 18 42 45 16 57 12 12 33 39 32 60 24 58 23 20 37 16 45 22 34 24 49 21 54 48 57 58 18 18 35 46 24 60 42 36 39 46 57 31 42 40 35 15 25 17 40 46 54 49 24 41 30 11 27 49];
costTime=[1.19677366917 1.12899802269 1.36232767619 1.71010838686 1.66242791658 1.81598103701 1.71329587279 1.14214131941 1.82564814102 1.28610249426 1.76370912959 1.49522518869 1.44681316137 1.35149560214 1.05418999508 1.56759420434 1.98238639248 1.21467619232 1.93666133259 1.23616289293 1.50726310211 1.94730625589 1.87275599653 1.97776587192 1.81659460777 1.05225952403 1.49200568765 1.9490488257 1.78765443535 1.60703747579 1.46300700823 1.27791443592 1.78074852278 1.28244077899 1.03659719611 1.39718379517 1.22798611927 1.79084120205 1.20821965821 1.31330262686 1.45716292354 1.75237737638 1.51955864078 1.21047108023 1.13863056081 1.11972135733 1.32829094174 1.5095069222 1.515599799 1.6450858346 1.00238555973 1.48350252316 1.27995596315 1.43793205062 1.745291241 1.87312228312 1.18512261847 1.09067601347 1.44592297458 1.29373548017 1.19895498575 1.94791258492 1.20973488897 1.45869918025 1.04887563905 1.30589283229 1.29500876502 1.39224008554 1.9200552435 1.89176927417];
costDist=[2.02665132582 4.43044750998 3.98205526253 4.80378395735 3.57913352458 2.45374327445 2.03067488375 3.74032231902 3.44085060299 3.62281956272 4.54705884861 3.1561380367 2.64545890187 4.65760138069 3.87827769271 4.28078966276 3.57846282711 3.03474153113 3.18014434549 2.80887757646 2.6287503423 2.60148927493 2.25160335198 4.6016660533 4.45011075406 3.72554873821 4.716152404 2.21495711854 3.65369243989 4.63714621973 4.81338498915 2.78965891945 3.25057683195 2.95361623412 2.32383441616 4.3333551242 3.89405021465 3.26133946356 2.17202791124 2.13613129164 4.59179059597 2.79804642879 2.79115767851 3.37554226956 3.3146854401 3.22359580213 2.80834887893 4.67535683516 4.88076554945 4.09124842343 4.09319507245 3.11934525525 3.3597390762 2.2200337966 4.06281728319 3.86856246266 4.48370483213 4.34961197679 3.54544211012 4.54165066655 4.56362741809 3.56348300848 3.35738783762 2.36039263114 4.48859729761 4.22347889231 2.98776613548 2.96173766873 2.45219884117 4.20780467592];
maxTime=[51 72 61 78 41 56 42 50 41 79 74 56 70 72 78 58 64 57 80 69 56 53 41 64 48 45 69 77 67 71 71 63 48 69 52 40 66 67 72 76 79 75 70 54 48 80 49 52 77 76 61 55 47 63 51];
costBM=[7.42728243191 7.75476132068 7.54544796236 5.19600048514 5.98920496146 6.5093705932 7.16735060309 6.48586193123 6.33520123517 5.80096364583 5.48132850301 7.62758299599 5.58071738851 5.07713324834 5.42269795454 7.14675865967 6.00963258492 5.97083071343 7.27319268411 7.69337983272 5.5401259386 6.54074955647 5.21718586069 7.46181690721 7.01168421675 7.12053974807 6.28696875726 7.87068250457 7.29301189252 5.6621642774 7.26153041072 6.88866436092 5.56973162642 6.54801333886 7.65037745211 5.99362563668 6.68081960587 7.82359705473 5.62528625481 6.95692791299 5.94606240392 7.0546809681 5.82733463872 6.41801433866 5.71953303777 6.00249608941 6.55018062763 7.08193033501 7.40381520218 6.54308164449 5.8017603483 7.96914017976 5.49487509389 7.55574464867 5.5540775559];
costEM=[9.55357087011 10.8780747051 8.69280815473 8.09423698274 11.3207882735 9.52509835107 10.7138622857 8.04582316394 11.4339029552 11.0996254372 10.985079945 11.8770217338 10.1096360755 10.5702218914 10.9913671989 8.01045115555 9.40231545804 10.750011146 10.5581415124 10.5417990366 11.959299565 10.3445959668 8.51673220259 9.66370111915 10.1989338512 11.4447654771 10.6274431058 9.5930186958 9.75448088317 10.1999990729 11.2700391315 10.4605883414 11.4430171547 8.03996554805 11.881956012 10.0492424305 9.37494409296 10.663024056 11.0483174318 8.58729065466 10.4330474566 9.4304928153 8.84001591808 9.4776811584 8.30358555944 11.2395813655 11.7401268779 9.21838708411 9.17111077329 10.0862205878 8.16521942444 10.8765850297 9.19858593685 9.89510460764 9.93523173211];
BM=[20 37 39 28 38 39 37 40 24 27 36 26 32 22 34 29 29 40 28 22 31 24 36 30 26 33 35 28 36 39 31 24 24 28 22 27 35 20 38 39 24 34 32 31 21 29 33 25 28 29 30 29 25 30 38];
